,Fitness,HD,Variants
48412,0.00671,4.0,ENLP
48413,0.00309,4.0,ENLQ
48414,0.0023,4.0,ENLR
48415,0.318233357,4.0,ENLS
48416,1.7108246619999998,4.0,ENLT
48417,0.0107,4.0,ENLW
48418,0.00336,4.0,ENLY
48419,0.370464288,4.0,ENMA
48420,0.00914,4.0,ENMC
48421,0.00863,4.0,ENME
48422,0.00589,4.0,ENMF
48423,0.690690004,4.0,ENMG
48424,0.00216,4.0,ENMH
48425,0.0028899999999999998,4.0,ENMI
48426,0.0,4.0,ENMK
48427,0.00488,4.0,ENML
48428,0.00503,4.0,ENMM
48429,0.0,4.0,ENMN
48430,0.00299,4.0,ENMP
48431,0.0,4.0,ENMQ
48432,0.0008179999999999999,4.0,ENMR
48433,0.0404,4.0,ENMS
48434,0.167171396,4.0,ENMT
48435,0.0,4.0,ENMW
48436,0.00243,4.0,ENMY
48437,0.0233,4.0,ENNA
48438,0.00831,4.0,ENNC
48439,0.0,4.0,ENNE
48440,0.00322,4.0,ENNF
48441,0.00428,4.0,ENNG
48442,0.00527,4.0,ENNH
48443,0.004220000000000001,4.0,ENNI
48444,0.0105,4.0,ENNK
48445,0.00109,4.0,ENNL
48446,0.009040000000000001,4.0,ENNM
48447,0.00428,4.0,ENNN
48448,0.00234,4.0,ENNP
48449,0.005220000000000001,4.0,ENNQ
48450,0.00715,4.0,ENNR
48451,0.0123,4.0,ENNS
48452,0.004220000000000001,4.0,ENNT
48453,0.0,4.0,ENNW
48454,0.00266,4.0,ENNY
48455,0.0058,4.0,ENPA
48456,0.00988,4.0,ENPC
48457,0.00186,4.0,ENPE
48458,0.00425,4.0,ENPF
48459,0.00525,4.0,ENPG
48460,0.00292,4.0,ENPH
48461,0.00715,4.0,ENPI
48462,0.00256,4.0,ENPK
48463,0.0036200000000000004,4.0,ENPL
48464,0.00465,4.0,ENPM
48465,0.0023,4.0,ENPN
48466,0.00133,4.0,ENPP
48467,0.00328,4.0,ENPQ
48468,0.00344,4.0,ENPR
48469,0.0021100000000000003,4.0,ENPS
48470,0.0033200000000000005,4.0,ENPT
48471,0.00227,4.0,ENPW
48472,0.0,4.0,ENPY
48473,0.00157,4.0,ENQA
48474,0.028,4.0,ENQC
48475,0.0,4.0,ENQE
48476,0.0,4.0,ENQF
48477,0.00857,4.0,ENQG
48478,0.0034700000000000004,4.0,ENQH
48479,0.0,4.0,ENQI
48480,0.00415,4.0,ENQK
48481,0.00471,4.0,ENQL
48482,0.00517,4.0,ENQM
48483,0.00386,4.0,ENQN
48484,0.00583,4.0,ENQP
48485,0.0131,4.0,ENQQ
48486,0.0063,4.0,ENQR
48487,0.0046700000000000005,4.0,ENQS
48488,0.00924,4.0,ENQT
48489,0.0,4.0,ENQW
48490,0.0033399999999999997,4.0,ENQY
48491,0.008029999999999999,4.0,ENRA
48492,0.00633,4.0,ENRC
48493,0.0009199999999999999,4.0,ENRE
48494,0.00301,4.0,ENRF
48495,0.0018399999999999998,4.0,ENRG
48496,0.0031,4.0,ENRH
48497,0.000997,4.0,ENRI
48498,0.00412,4.0,ENRK
48499,0.00237,4.0,ENRL
48500,0.0019199999999999998,4.0,ENRM
48501,0.0032700000000000003,4.0,ENRN
48502,0.00227,4.0,ENRP
48503,0.000733,4.0,ENRQ
48504,0.00213,4.0,ENRR
48505,0.0034,4.0,ENRS
48506,0.00413,4.0,ENRT
48507,0.0,4.0,ENRW
48508,0.0,4.0,ENRY
48509,0.0868,4.0,ENSA
48510,0.00424,4.0,ENSC
48511,0.00259,4.0,ENSE
48512,0.0,4.0,ENSF
48513,0.00759,4.0,ENSG
48514,0.0017399999999999998,4.0,ENSH
48515,0.00615,4.0,ENSI
48516,0.00267,4.0,ENSK
48517,0.00202,4.0,ENSL
48518,0.006229999999999999,4.0,ENSM
48519,0.00133,4.0,ENSN
48520,0.0031899999999999997,4.0,ENSP
48521,0.00309,4.0,ENSQ
48522,0.00224,4.0,ENSR
48523,0.00318,4.0,ENSS
48524,0.0050799999999999994,4.0,ENST
48525,0.006370000000000001,4.0,ENSW
48526,0.0052899999999999996,4.0,ENSY
48527,0.0164,4.0,ENTA
48528,0.00301,4.0,ENTC
48529,0.00548,4.0,ENTE
48530,0.0,4.0,ENTF
48531,0.00199,4.0,ENTG
48532,0.00548,4.0,ENTH
48533,0.015,4.0,ENTI
48534,0.0,4.0,ENTK
48535,0.0,4.0,ENTL
48536,0.00465,4.0,ENTM
48537,0.00409,4.0,ENTN
48538,0.00179,4.0,ENTP
48539,0.0,4.0,ENTQ
48540,0.00296,4.0,ENTR
48541,0.0,4.0,ENTS
48542,0.0017800000000000001,4.0,ENTT
48543,0.0,4.0,ENTW
48544,0.0,4.0,ENTY
48545,0.373792962,4.0,ENVA
48546,0.0241,4.0,ENVC
48547,0.0,4.0,ENVD
48548,0.00256,4.0,ENVE
48549,0.0046700000000000005,4.0,ENVF
48550,1.345924121,4.0,ENVG
48551,0.00232,4.0,ENVH
48552,0.00314,4.0,ENVI
48553,0.000682,4.0,ENVK
48554,0.00318,4.0,ENVL
48555,0.00998,4.0,ENVM
48556,0.00601,4.0,ENVN
48557,0.00402,4.0,ENVP
48558,0.00243,4.0,ENVQ
48559,0.00515,4.0,ENVR
48560,0.00801,4.0,ENVS
48561,0.0685,4.0,ENVT
48562,0.00322,4.0,ENVW
48563,0.0039299999999999995,4.0,ENVY
48564,0.0031,4.0,ENWA
48565,0.00315,4.0,ENWC
48566,0.00277,4.0,ENWE
48567,0.00315,4.0,ENWF
48568,0.0102,4.0,ENWG
48569,0.0017699999999999999,4.0,ENWH
48570,0.007909999999999999,4.0,ENWI
48571,0.0033399999999999997,4.0,ENWK
48572,0.0020800000000000003,4.0,ENWL
48573,0.0066,4.0,ENWM
48574,0.0,4.0,ENWN
48575,0.00374,4.0,ENWP
48576,0.00264,4.0,ENWQ
48577,0.0010400000000000001,4.0,ENWR
48578,0.0082,4.0,ENWS
48579,0.00857,4.0,ENWT
48580,0.0,4.0,ENWW
48581,0.0,4.0,ENWY
48582,0.01,4.0,ENYA
48583,0.0,4.0,ENYC
48584,0.0,4.0,ENYE
48585,0.0,4.0,ENYF
48586,0.0714,4.0,ENYG
48587,0.0102,4.0,ENYH
48588,0.00831,4.0,ENYI
48589,0.0,4.0,ENYK
48590,0.00413,4.0,ENYL
48591,0.0183,4.0,ENYM
48592,0.00806,4.0,ENYN
48593,0.005679999999999999,4.0,ENYP
48594,0.0199,4.0,ENYQ
48595,0.0017100000000000001,4.0,ENYR
48596,0.00141,4.0,ENYS
48597,0.0447,4.0,ENYT
48598,0.0,4.0,ENYW
48599,0.0,4.0,ENYY
48600,0.0447,4.0,EPAA
48601,0.0135,4.0,EPAC
48602,0.0,4.0,EPAE
48603,0.00322,4.0,EPAF
48604,0.00633,4.0,EPAG
48605,0.0,4.0,EPAH
48606,0.00274,4.0,EPAI
48607,0.00322,4.0,EPAK
48608,0.00234,4.0,EPAL
48609,0.0,4.0,EPAM
48610,0.00264,4.0,EPAN
48611,0.00392,4.0,EPAP
48612,0.005520000000000001,4.0,EPAQ
48613,0.0009789999999999998,4.0,EPAR
48614,0.00245,4.0,EPAS
48615,0.0025399999999999997,4.0,EPAT
48616,0.0,4.0,EPAW
48617,0.00264,4.0,EPAY
48618,2.253574086,4.0,EPCA
48619,0.10589583400000001,4.0,EPCC
48620,0.00703,4.0,EPCE
48621,0.00596,4.0,EPCF
48622,0.30834375199999997,4.0,EPCG
48623,0.0,4.0,EPCH
48624,0.0201,4.0,EPCI
48625,0.0,4.0,EPCK
48626,0.00415,4.0,EPCL
48627,0.0161,4.0,EPCM
48628,0.0,4.0,EPCN
48629,0.00997,4.0,EPCP
48630,0.00481,4.0,EPCQ
48631,0.00205,4.0,EPCR
48632,0.00772,4.0,EPCS
48633,0.0215,4.0,EPCT
48634,0.0,4.0,EPCW
48635,0.0,4.0,EPCY
48636,0.0,4.0,EPDA
48637,0.0,4.0,EPDC
48638,0.0,4.0,EPDE
48639,0.0,4.0,EPDF
48640,0.0,4.0,EPDG
48641,0.0033399999999999997,4.0,EPDH
48642,0.0,4.0,EPDI
48643,0.0,4.0,EPDK
48644,0.0,4.0,EPDL
48645,0.0,4.0,EPDM
48646,0.006370000000000001,4.0,EPDN
48647,0.0,4.0,EPDP
48648,0.00548,4.0,EPDQ
48649,0.00373,4.0,EPDR
48650,0.00182,4.0,EPDS
48651,0.0017699999999999999,4.0,EPDT
48652,0.0,4.0,EPDW
48653,0.0,4.0,EPDY
48654,0.00498,4.0,EPEA
48655,0.0,4.0,EPEC
48656,0.0,4.0,EPEE
48657,0.006229999999999999,4.0,EPEF
48658,0.0,4.0,EPEG
48659,0.0,4.0,EPEH
48660,0.00884,4.0,EPEI
48661,0.0,4.0,EPEK
48662,0.0,4.0,EPEL
48663,0.00609,4.0,EPEM
48664,0.0,4.0,EPEN
48665,0.00202,4.0,EPEP
48666,0.0035600000000000002,4.0,EPEQ
48667,0.0,4.0,EPER
48668,0.00731,4.0,EPES
48669,0.0,4.0,EPET
48670,0.0,4.0,EPEW
48671,0.0,4.0,EPEY
48672,0.0188,4.0,EPFA
48673,0.0,4.0,EPFC
48674,0.0035600000000000002,4.0,EPFE
48675,0.00403,4.0,EPFF
48676,0.103184314,4.0,EPFG
48677,0.0,4.0,EPFH
48678,0.004220000000000001,4.0,EPFI
48679,0.00571,4.0,EPFK
48680,0.0020800000000000003,4.0,EPFL
48681,0.004220000000000001,4.0,EPFM
48682,0.0,4.0,EPFN
48683,0.0050100000000000006,4.0,EPFP
48684,0.0,4.0,EPFQ
48685,0.00806,4.0,EPFR
48686,0.00473,4.0,EPFS
48687,0.00884,4.0,EPFT
48688,0.0,4.0,EPFW
48689,0.0,4.0,EPFY
48690,0.0,4.0,EPHA
48691,0.0,4.0,EPHC
48692,0.0,4.0,EPHE
48693,0.0,4.0,EPHF
48694,0.0131,4.0,EPHG
48695,0.0,4.0,EPHH
48696,0.0,4.0,EPHI
48697,0.0152,4.0,EPHK
48698,0.0,4.0,EPHL
48699,0.0,4.0,EPHM
48700,0.0125,4.0,EPHN
48701,0.0,4.0,EPHP
48702,0.0,4.0,EPHQ
48703,0.0,4.0,EPHR
48704,0.0,4.0,EPHS
48705,0.0,4.0,EPHT
48706,0.0,4.0,EPHW
48707,0.0,4.0,EPHY
48708,0.00381,4.0,EPIA
48709,0.0,4.0,EPIC
48710,0.0,4.0,EPIE
48711,0.0,4.0,EPIF
48712,0.0,4.0,EPIG
48713,0.0134,4.0,EPIH
48714,0.011,4.0,EPII
48715,0.00703,4.0,EPIK
48716,0.00232,4.0,EPIL
48717,0.0,4.0,EPIM
48718,0.0,4.0,EPIN
48719,0.0,4.0,EPIP
48720,0.0,4.0,EPIQ
48721,0.0,4.0,EPIR
48722,0.0019399999999999999,4.0,EPIS
48723,0.00571,4.0,EPIT
48724,0.0,4.0,EPIW
48725,0.0,4.0,EPIY
48726,0.0,4.0,EPKA
48727,0.0,4.0,EPKC
48728,0.0,4.0,EPKE
48729,0.0,4.0,EPKF
48730,0.0,4.0,EPKG
48731,0.0,4.0,EPKH
48732,0.0,4.0,EPKI
48733,0.0,4.0,EPKK
48734,0.0,4.0,EPKL
48735,0.0131,4.0,EPKM
48736,0.0,4.0,EPKN
48737,0.0,4.0,EPKP
48738,0.0,4.0,EPKQ
48739,0.0,4.0,EPKR
48740,0.00428,4.0,EPKS
48741,0.0,4.0,EPKT
48742,0.0,4.0,EPKW
48743,0.0152,4.0,EPKY
48744,0.147268658,4.0,EPLA
48745,0.00914,4.0,EPLC
48746,0.0028899999999999998,4.0,EPLE
48747,0.00277,4.0,EPLF
48748,0.701539727,4.0,EPLG
48749,0.00158,4.0,EPLH
48750,0.00884,4.0,EPLI
48751,0.007679999999999999,4.0,EPLK
48752,0.000659,4.0,EPLL
48753,0.00243,4.0,EPLM
48754,0.0069099999999999995,4.0,EPLN
48755,0.00703,4.0,EPLP
48756,0.0,4.0,EPLQ
48757,0.00336,4.0,EPLR
48758,0.00292,4.0,EPLS
48759,0.101027304,4.0,EPLT
48760,0.0,4.0,EPLW
48761,0.00243,4.0,EPLY
48762,0.0359,4.0,EPMA
48763,0.00945,4.0,EPMC
48764,0.0,4.0,EPME
48765,0.0,4.0,EPMF
48766,0.0783,4.0,EPMG
48767,0.0,4.0,EPMH
48768,0.0211,4.0,EPMI
48769,0.0,4.0,EPMK
48770,0.0,4.0,EPML
48771,0.007409999999999999,4.0,EPMM
48772,0.0,4.0,EPMN
48773,0.0,4.0,EPMP
48774,0.0102,4.0,EPMQ
48775,0.00209,4.0,EPMR
48776,0.00394,4.0,EPMS
48777,0.0126,4.0,EPMT
48778,0.0,4.0,EPMW
48779,0.0,4.0,EPMY
48780,0.0,4.0,EPNA
48781,0.0171,4.0,EPNC
48782,0.0137,4.0,EPNE
48783,0.0,4.0,EPNF
48784,0.0,4.0,EPNG
48785,0.0,4.0,EPNH
48786,0.0,4.0,EPNI
48787,0.0,4.0,EPNK
48788,0.0,4.0,EPNL
48789,0.00783,4.0,EPNM
48790,0.0,4.0,EPNN
48791,0.00256,4.0,EPNP
48792,0.0,4.0,EPNQ
48793,0.0,4.0,EPNR
48794,0.0,4.0,EPNS
48795,0.0,4.0,EPNT
48796,0.0,4.0,EPNW
48797,0.0,4.0,EPNY
48798,0.0,4.0,EPPA
48799,0.0,4.0,EPPC
48800,0.0,4.0,EPPE
48801,0.0,4.0,EPPF
48802,0.00677,4.0,EPPG
48803,0.0035600000000000002,4.0,EPPH
48804,0.00449,4.0,EPPI
48805,0.0,4.0,EPPK
48806,0.0,4.0,EPPL
48807,0.0,4.0,EPPM
48808,0.0,4.0,EPPN
48809,0.00151,4.0,EPPP
48810,0.0,4.0,EPPQ
48811,0.00504,4.0,EPPR
48812,0.00135,4.0,EPPS
48813,0.007790000000000001,4.0,EPPT
48814,0.0,4.0,EPPW
48815,0.0,4.0,EPPY
48816,0.006370000000000001,4.0,EPQA
48817,0.0,4.0,EPQC
48818,0.0,4.0,EPQE
48819,0.0,4.0,EPQF
48820,0.0,4.0,EPQG
48821,0.0125,4.0,EPQH
48822,0.0183,4.0,EPQI
48823,0.0196,4.0,EPQK
48824,0.0,4.0,EPQL
48825,0.0,4.0,EPQM
48826,0.0,4.0,EPQN
48827,0.007409999999999999,4.0,EPQP
48828,0.0,4.0,EPQQ
48829,0.0,4.0,EPQR
48830,0.0,4.0,EPQS
48831,0.0,4.0,EPQT
48832,0.0,4.0,EPQW
48833,0.0,4.0,EPQY
48834,0.00533,4.0,EPRA
48835,0.0,4.0,EPRC
48836,0.0,4.0,EPRE
48837,0.0,4.0,EPRF
48838,0.00165,4.0,EPRG
48839,0.00133,4.0,EPRH
48840,0.00259,4.0,EPRI
48841,0.00234,4.0,EPRK
48842,0.00131,4.0,EPRL
48843,0.0,4.0,EPRM
48844,0.0018899999999999998,4.0,EPRN
48845,0.0029100000000000003,4.0,EPRP
48846,0.0,4.0,EPRQ
48847,0.00168,4.0,EPRR
48848,0.0017100000000000001,4.0,EPRS
48849,0.0038799999999999998,4.0,EPRT
48850,0.0,4.0,EPRW
48851,0.0,4.0,EPRY
48852,0.0179,4.0,EPSA
48853,0.0028,4.0,EPSC
48854,0.0050799999999999994,4.0,EPSE
48855,0.00465,4.0,EPSF
48856,0.00587,4.0,EPSG
48857,0.00257,4.0,EPSH
48858,0.0018800000000000002,4.0,EPSI
48859,0.0,4.0,EPSK
48860,0.00125,4.0,EPSL
48861,0.00277,4.0,EPSM
48862,0.0069,4.0,EPSN
48863,0.0005809999999999999,4.0,EPSP
48864,0.0,4.0,EPSQ
48865,0.00172,4.0,EPSR
48866,0.00394,4.0,EPSS
48867,0.00133,4.0,EPST
48868,0.0,4.0,EPSW
48869,0.0019399999999999999,4.0,EPSY
48870,0.0,4.0,EPTA
48871,0.0,4.0,EPTC
48872,0.007209999999999999,4.0,EPTE
48873,0.0,4.0,EPTF
48874,0.0,4.0,EPTG
48875,0.0,4.0,EPTH
48876,0.0,4.0,EPTI
48877,0.0,4.0,EPTK
48878,0.00324,4.0,EPTL
48879,0.0,4.0,EPTM
48880,0.0125,4.0,EPTN
48881,0.0,4.0,EPTP
48882,0.0039700000000000004,4.0,EPTQ
48883,0.00225,4.0,EPTR
48884,0.0,4.0,EPTS
48885,0.00185,4.0,EPTT
48886,0.0,4.0,EPTW
48887,0.0,4.0,EPTY
48888,0.0122,4.0,EPVA
48889,0.00193,4.0,EPVC
48890,0.00277,4.0,EPVE
48891,0.0,4.0,EPVF
48892,0.0692,4.0,EPVG
48893,0.0019399999999999999,4.0,EPVH
48894,0.00457,4.0,EPVI
48895,0.00783,4.0,EPVK
48896,0.00128,4.0,EPVL
48897,0.004520000000000001,4.0,EPVM
48898,0.00275,4.0,EPVN
48899,0.00253,4.0,EPVP
48900,0.00114,4.0,EPVQ
48901,0.00106,4.0,EPVR
48902,0.00339,4.0,EPVS
48903,0.00361,4.0,EPVT
48904,0.0052,4.0,EPVW
48905,0.00247,4.0,EPVY
48906,0.0,4.0,EPWA
48907,0.0,4.0,EPWC
48908,0.0,4.0,EPWE
48909,0.0,4.0,EPWF
48910,0.0,4.0,EPWG
48911,0.0117,4.0,EPWH
48912,0.0,4.0,EPWI
48913,0.0119,4.0,EPWK
48914,0.0,4.0,EPWL
48915,0.0,4.0,EPWM
48916,0.0,4.0,EPWN
48917,0.0,4.0,EPWP
48918,0.00465,4.0,EPWQ
48919,0.0,4.0,EPWR
48920,0.00965,4.0,EPWS
48921,0.00563,4.0,EPWT
48922,0.00783,4.0,EPWW
48923,0.0,4.0,EPWY
48924,0.00783,4.0,EPYA
48925,0.0,4.0,EPYC
48926,0.0,4.0,EPYE
48927,0.0,4.0,EPYF
48928,0.006529999999999999,4.0,EPYG
48929,0.00571,4.0,EPYH
48930,0.0,4.0,EPYI
48931,0.0,4.0,EPYK
48932,0.00274,4.0,EPYL
48933,0.00783,4.0,EPYM
48934,0.0,4.0,EPYN
48935,0.00498,4.0,EPYP
48936,0.00761,4.0,EPYQ
48937,0.007209999999999999,4.0,EPYR
48938,0.00503,4.0,EPYS
48939,0.0033399999999999997,4.0,EPYT
48940,0.0,4.0,EPYW
48941,0.0,4.0,EPYY
48942,0.959291672,4.0,EQAA
48943,0.0196,4.0,EQAC
48944,0.0,4.0,EQAE
48945,0.0050799999999999994,4.0,EQAF
48946,0.0066,4.0,EQAG
48947,0.00381,4.0,EQAH
48948,0.0,4.0,EQAI
48949,0.0148,4.0,EQAK
48950,0.0334,4.0,EQAL
48951,0.104412699,4.0,EQAM
48952,0.00442,4.0,EQAN
48953,0.00454,4.0,EQAP
48954,0.0,4.0,EQAQ
48955,0.00424,4.0,EQAR
48956,0.00733,4.0,EQAS
48957,0.009729999999999999,4.0,EQAT
48958,0.005370000000000001,4.0,EQAW
48959,0.00527,4.0,EQAY
48960,3.084129646,4.0,EQCA
48961,0.381042685,4.0,EQCC
48962,0.00685,4.0,EQCE
48963,0.0,4.0,EQCF
48964,1.1403824470000001,4.0,EQCG
48965,0.00583,4.0,EQCH
48966,0.0119,4.0,EQCI
48967,0.0119,4.0,EQCK
48968,0.00532,4.0,EQCL
48969,0.378496034,4.0,EQCM
48970,0.00596,4.0,EQCN
48971,0.00477,4.0,EQCP
48972,0.0,4.0,EQCQ
48973,0.00512,4.0,EQCR
48974,0.0337,4.0,EQCS
48975,0.0797,4.0,EQCT
48976,0.0,4.0,EQCW
48977,0.0,4.0,EQCY
48978,0.0113,4.0,EQDA
48979,0.0,4.0,EQDC
48980,0.0,4.0,EQDE
48981,0.0,4.0,EQDF
48982,0.00481,4.0,EQDG
48983,0.0,4.0,EQDH
48984,0.0219,4.0,EQDI
48985,0.0,4.0,EQDK
48986,0.00517,4.0,EQDL
48987,0.0,4.0,EQDM
48988,0.0,4.0,EQDN
48989,0.0,4.0,EQDP
48990,0.0,4.0,EQDQ
48991,0.0061600000000000005,4.0,EQDR
48992,0.0026100000000000003,4.0,EQDS
48993,0.00259,4.0,EQDT
48994,0.011,4.0,EQDW
48995,0.0,4.0,EQDY
48996,0.0,4.0,EQEA
48997,0.0137,4.0,EQEC
48998,0.0102,4.0,EQEE
48999,0.0,4.0,EQEF
49000,0.005370000000000001,4.0,EQEG
49001,0.00945,4.0,EQEH
49002,0.0,4.0,EQEI
49003,0.0,4.0,EQEK
49004,0.0,4.0,EQEL
49005,0.0,4.0,EQEM
49006,0.00831,4.0,EQEN
49007,0.0037,4.0,EQEP
49008,0.0,4.0,EQEQ
49009,0.00256,4.0,EQER
49010,0.006229999999999999,4.0,EQES
49011,0.00305,4.0,EQET
49012,0.0,4.0,EQEW
49013,0.0,4.0,EQEY
49014,0.0449,4.0,EQFA
49015,0.0,4.0,EQFC
49016,0.0,4.0,EQFE
49017,0.0,4.0,EQFF
49018,0.59906786,4.0,EQFG
49019,0.0,4.0,EQFH
49020,0.00761,4.0,EQFI
49021,0.00914,4.0,EQFK
49022,0.0036299999999999995,4.0,EQFL
49023,0.00761,4.0,EQFM
49024,0.0,4.0,EQFN
49025,0.00409,4.0,EQFP
49026,0.00527,4.0,EQFQ
49027,0.00543,4.0,EQFR
49028,0.0137,4.0,EQFS
49029,0.603443981,4.0,EQFT
49030,0.0,4.0,EQFW
49031,0.0055899999999999995,4.0,EQFY
49032,0.0,4.0,EQHA
49033,0.0,4.0,EQHC
49034,0.0,4.0,EQHE
49035,0.0,4.0,EQHF
49036,0.0,4.0,EQHG
49037,0.0,4.0,EQHH
49038,0.0,4.0,EQHI
49039,0.0,4.0,EQHK
49040,0.0,4.0,EQHL
49041,0.0,4.0,EQHM
49042,0.0,4.0,EQHN
49043,0.00481,4.0,EQHP
49044,0.0161,4.0,EQHQ
49045,0.0,4.0,EQHR
49046,0.0,4.0,EQHS
49047,0.0,4.0,EQHT
49048,0.0,4.0,EQHW
49049,0.0,4.0,EQHY
49050,0.00403,4.0,EQIA
49051,0.0171,4.0,EQIC
49052,0.0105,4.0,EQIE
49053,0.0,4.0,EQIF
49054,0.0148,4.0,EQIG
49055,0.0,4.0,EQIH
49056,0.0,4.0,EQII
49057,0.0105,4.0,EQIK
49058,0.0,4.0,EQIL
49059,0.0,4.0,EQIM
49060,0.00945,4.0,EQIN
49061,0.0,4.0,EQIP
49062,0.0,4.0,EQIQ
49063,0.0,4.0,EQIR
49064,0.00361,4.0,EQIS
49065,0.00409,4.0,EQIT
49066,0.0,4.0,EQIW
49067,0.0,4.0,EQIY
49068,0.0,4.0,EQKA
49069,0.0,4.0,EQKC
49070,0.0,4.0,EQKE
49071,0.0,4.0,EQKF
49072,0.0,4.0,EQKG
49073,0.0,4.0,EQKH
49074,0.0,4.0,EQKI
49075,0.0,4.0,EQKK
49076,0.0,4.0,EQKL
49077,0.0,4.0,EQKM
49078,0.0,4.0,EQKN
49079,0.0,4.0,EQKP
49080,0.0,4.0,EQKQ
49081,0.0,4.0,EQKR
49082,0.0,4.0,EQKS
49083,0.0,4.0,EQKT
49084,0.0,4.0,EQKY
49085,1.139609655,4.0,EQLA
49086,0.0564,4.0,EQLC
49087,0.00298,4.0,EQLE
49088,0.0,4.0,EQLF
49089,2.225479472,4.0,EQLG
49090,0.0,4.0,EQLH
49091,0.0135,4.0,EQLI
49092,0.00449,4.0,EQLK
49093,0.007859999999999999,4.0,EQLL
49094,0.006679999999999999,4.0,EQLM
49095,0.0222,4.0,EQLN
49096,0.008879999999999999,4.0,EQLP
49097,0.0028899999999999998,4.0,EQLQ
49098,0.00655,4.0,EQLR
49099,0.11565928,4.0,EQLS
49100,0.7953790890000001,4.0,EQLT
49101,0.00435,4.0,EQLW
49102,0.00266,4.0,EQLY
49103,0.214283334,4.0,EQMA
49104,0.0,4.0,EQMC
49105,0.00884,4.0,EQME
49106,0.0,4.0,EQMF
49107,0.334990743,4.0,EQMG
49108,0.0,4.0,EQMH
49109,0.0,4.0,EQMI
49110,0.0125,4.0,EQMK
49111,0.0,4.0,EQML
49112,0.0,4.0,EQMM
49113,0.0548,4.0,EQMN
49114,0.0,4.0,EQMP
49115,0.0,4.0,EQMQ
49116,0.0,4.0,EQMR
49117,0.0222,4.0,EQMS
49118,0.0433,4.0,EQMT
49119,0.0,4.0,EQMW
49120,0.0,4.0,EQMY
49121,0.006679999999999999,4.0,EQNA
49122,0.0,4.0,EQNE
49123,0.0,4.0,EQNF
49124,0.0,4.0,EQNG
49125,0.0,4.0,EQNH
49126,0.0,4.0,EQNI
49127,0.0,4.0,EQNK
49128,0.00703,4.0,EQNL
49129,0.0249,4.0,EQNM
49130,0.0,4.0,EQNN
49131,0.0,4.0,EQNP
49132,0.0,4.0,EQNQ
49133,0.0,4.0,EQNR
49134,0.0127,4.0,EQNS
49135,0.0,4.0,EQNT
49136,0.0161,4.0,EQNY
49137,0.0104,4.0,EQPA
49138,0.0,4.0,EQPC
49139,0.0,4.0,EQPE
49140,0.0,4.0,EQPF
49141,0.0,4.0,EQPG
49142,0.00548,4.0,EQPH
49143,0.0,4.0,EQPI
49144,0.0,4.0,EQPK
49145,0.0,4.0,EQPL
49146,0.0,4.0,EQPM
49147,0.0,4.0,EQPN
49148,0.0063,4.0,EQPP
49149,0.00914,4.0,EQPQ
49150,0.0,4.0,EQPR
49151,0.00218,4.0,EQPS
49152,0.0066,4.0,EQPT
49153,0.0,4.0,EQPW
49154,0.0,4.0,EQPY
49155,0.0,4.0,EQQA
49156,0.0,4.0,EQQC
49157,0.0,4.0,EQQE
49158,0.0,4.0,EQQF
49159,0.00914,4.0,EQQG
49160,0.0,4.0,EQQH
49161,0.0,4.0,EQQI
49162,0.0,4.0,EQQK
49163,0.0,4.0,EQQL
49164,0.0,4.0,EQQM
49165,0.0,4.0,EQQN
49166,0.00596,4.0,EQQP
49167,0.0,4.0,EQQQ
49168,0.00831,4.0,EQQR
49169,0.00375,4.0,EQQS
49170,0.00435,4.0,EQQT
49171,0.0,4.0,EQQW
49172,0.0,4.0,EQQY
49173,0.00465,4.0,EQRA
49174,0.00498,4.0,EQRC
49175,0.0,4.0,EQRE
49176,0.00465,4.0,EQRF
49177,0.0,4.0,EQRG
49178,0.0,4.0,EQRH
49179,0.0152,4.0,EQRI
49180,0.0,4.0,EQRK
49181,0.00119,4.0,EQRL
49182,0.0,4.0,EQRM
49183,0.0,4.0,EQRN
49184,0.0046700000000000005,4.0,EQRP
49185,0.006370000000000001,4.0,EQRQ
49186,0.00278,4.0,EQRR
49187,0.0036200000000000004,4.0,EQRS
49188,0.00128,4.0,EQRT
49189,0.0,4.0,EQRW
49190,0.00375,4.0,EQRY
49191,0.0455,4.0,EQSA
49192,0.00365,4.0,EQSC
49193,0.0,4.0,EQSE
49194,0.0,4.0,EQSF
49195,0.008140000000000001,4.0,EQSG
49196,0.00403,4.0,EQSH
49197,0.006529999999999999,4.0,EQSI
49198,0.0,4.0,EQSK
49199,0.00185,4.0,EQSL
49200,0.00783,4.0,EQSM
49201,0.0,4.0,EQSN
49202,0.0039299999999999995,4.0,EQSP
49203,0.0,4.0,EQSQ
49204,0.0038799999999999998,4.0,EQSR
49205,0.00581,4.0,EQSS
49206,0.00395,4.0,EQST
49207,0.0,4.0,EQSW
49208,0.0,4.0,EQSY
49209,0.0071200000000000005,4.0,EQTA
49210,0.0114,4.0,EQTC
49211,0.006370000000000001,4.0,EQTE
49212,0.0105,4.0,EQTF
49213,0.0,4.0,EQTG
49214,0.0238,4.0,EQTH
49215,0.0,4.0,EQTI
49216,0.0,4.0,EQTK
49217,0.0,4.0,EQTL
49218,0.0,4.0,EQTM
49219,0.0,4.0,EQTN
49220,0.0031899999999999997,4.0,EQTP
49221,0.0105,4.0,EQTQ
49222,0.0,4.0,EQTR
49223,0.0,4.0,EQTS
49224,0.00884,4.0,EQTT
